token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
10,punct,-1.4105355,-0.60670155,-1.3158488,0.5929697,1.0023736,0.136457,0.22125761,-1.6572751,1.8188093,-0.7325134,0.5917532,0.44462296,-0.2780434,-0.4057413,0.13549516,1.6457629,0.56849223,0.45520344,-2.1835456,0.04062092,-1.5578557,0.9527149,-0.15175328,0.5443033,-0.78989846,0.9248985,2.5146346,0.7377256,-0.65711516,-1.079507,-0.44478235,1.8927629,0.25024617,1.8478765,0.24259886,-0.30035612,0.48584157,-0.21602462,-0.6041455,0.7764837,-1.0282097,1.0424113,1.0811951,-1.010986,-1.479371,-0.27279618,0.7679684,0.5400201,1.1617507,-0.017436832,-1.1802968,0.70350045,0.30982333,0.15346298,1.4931574,-0.82039046,-0.53337103,-0.4606162,0.059243634,-1.3311607
11,punct,0.11609365,1.0642742,-0.12146351,1.2929366,1.0082812,-1.4106783,-0.22045179,0.35278648,1.6909713,-2.386848,-0.7674302,-0.14895755,0.7252415,0.98677266,-1.1371272,-0.23396029,-0.4903398,0.49086773,1.5651004,0.31071153,0.52116746,1.1968459,-0.75793225,-1.1718338,1.0095391,-1.3335303,-0.014644759,0.11433594,-1.5000485,-0.4747662,0.5410872,-1.5916251,-1.1439729,1.656517,-0.021718059,-0.5159212,1.1831019,0.036884174,-0.87203443,-0.123736635,-0.7602566,-1.0531414,0.7567948,1.2602228,0.8533993,1.0349371,2.029208,-0.5499234,0.50635546,-0.5259607,-1.3728418,0.98847204,0.24092185,-0.5312752,1.8761367,-0.24032842,-1.254606,1.170165,-1.0299828,0.33291364
12,punct,1.1150813,0.33232474,-0.13763379,1.8677528,1.47088,-0.33805344,-1.143601,0.43617433,-0.30434993,0.06898646,-0.39698455,-0.5383834,0.8209525,-0.04424513,0.3459488,0.47451037,-0.6221586,-0.44208205,0.35468084,0.90820414,-0.6601903,0.3421632,0.6224084,0.82124245,-1.006668,1.8567,-0.47624928,0.4627835,0.41226146,-0.72634935,0.10076558,-0.62868196,-0.62133145,-1.0926688,-0.34648043,-0.0756487,-1.2188687,2.476949,2.0706623,1.0488971,1.2156643,0.38173857,1.4145951,0.37502813,-0.37193367,0.23457375,-0.35702083,1.3742857,-2.9599268,0.2995684,-0.26521048,-2.0359523,-0.44393817,0.38504222,0.59869283,0.1928444,-1.39313,0.19964911,-0.46272323,0.7230765
13,punct,-0.103124745,0.5601665,1.2215317,-0.81059134,0.9585677,0.51164424,-1.1588894,-0.06411229,-1.8313041,1.2785789,-0.5079846,0.7676367,-1.4702606,-0.33822408,0.16701414,0.10415548,1.6021739,1.1165736,-1.1050241,2.0356011,1.5329635,0.7058625,0.048332,0.21473448,0.024082242,-1.3735785,-0.9059372,-1.0624251,0.37675437,1.5538366,0.45478234,0.18714522,0.22754775,1.7804658,-0.33193517,1.6405275,1.4529546,0.12988736,0.10997485,-0.5681835,0.0902951,-0.19604494,0.30992836,0.31573278,0.06937304,-1.1052588,0.9471065,2.2742221,1.8743812,0.3680206,-0.22890846,1.0695235,-2.1426203,-0.6686075,-0.17083584,-0.36441377,-0.34040457,1.1442277,-0.9976893,-1.153762
14,punct,1.3379184,0.8819823,0.54193676,1.0659803,-1.184327,-0.25225395,-0.26987606,-0.3465544,0.29766837,0.6917314,0.40934762,-1.66444,-0.5433435,0.19203979,-2.291444,-0.17163822,-1.8922545,0.23817928,-1.402543,-0.62864196,1.8329273,0.12374706,-0.52222997,-0.25026456,1.2254668,-0.090903334,0.14903866,-0.317703,0.7357669,-0.07911917,-0.19793792,0.7874285,-0.54877007,-0.39596552,-2.1754854,1.3430071,0.6062097,0.32655987,0.109188624,-1.1854416,-1.3585409,-0.9348878,-0.5301512,-0.3424443,1.0070901,-2.253978,-1.0699706,0.038971283,0.36532852,-0.8109482,-0.02510599,-0.6769106,-0.046701323,1.021982,-1.1426096,-0.1364408,0.5994451,-2.0589368,-2.2850914,0.6627744
15,digit,0.48847,-1.2179161,0.6707892,-0.30860475,0.8066363,0.4637098,0.31083325,0.20285401,-0.01607864,-0.7885278,-0.64821845,-0.066089556,-0.30424243,0.11340387,1.211745,2.0354102,-1.2435852,0.28652945,2.7865386,1.3447381,-0.54848725,-1.444269,-0.49068487,0.66942555,1.2682456,-0.6311433,1.4148887,-1.3303753,1.22558,1.2005091,1.7899672,-1.604945,1.4095005,0.6888804,-0.64629483,0.29806563,0.5353483,0.72362864,-1.2928623,-1.80516,1.2723573,0.32263672,-1.3796649,-1.215759,1.9918412,-0.9999539,-1.2158302,-0.33135533,-0.38362947,1.1646892,-1.5288544,0.26403084,0.79302645,-2.0071082,0.6939417,2.036796,0.30583417,-1.1866535,-0.0009391045,0.66958976
16,digit,2.6414158,-0.7778901,0.15090705,0.39176083,-2.4217317,-0.24787372,-0.035815734,-1.1479659,-0.17562768,-1.0470834,-0.19832723,-0.104629,-0.55997604,-0.23699184,-0.58046156,1.1420733,1.5078607,-0.06443677,0.22112352,-0.7010499,0.02058295,1.1624008,-0.7949478,0.7939603,-0.47081977,1.6678463,-0.5645721,0.79477435,-0.47921625,-0.5890439,-0.5993329,0.91557205,-0.243475,2.4680376,0.38242504,-0.62722236,-1.8610023,-0.7510775,-0.50079304,1.8334167,0.027409637,-1.4179816,0.27567086,1.0281593,0.8455275,0.73605853,0.86623275,-0.21262,-1.3204015,-1.3492069,1.2134758,-0.8914253,0.67124104,-0.07745314,-0.973709,-1.6184725,0.2560152,0.13484856,-0.43661934,0.015298865
17,digit,-0.34956956,-0.0035975105,-1.34009,0.3732548,-0.29705384,0.108759455,-2.3991275,0.91779166,-1.1663183,0.3779002,1.7992777,-1.9677238,-0.47651413,0.73641163,-1.5279052,-2.112958,-1.4837899,-0.81510425,-0.0013758574,-0.9209373,1.1640456,-0.06165068,-1.6461971,0.5578245,0.27934027,-0.40264317,-0.2979749,-0.12067829,-0.6239238,0.01257916,2.3225727,0.61593676,-0.67615706,0.067616984,1.4450366,-1.7562227,-0.62889445,-0.3236569,-0.21114908,0.89663094,-1.642577,2.2451396,-1.2078452,0.41296875,0.22895512,0.35196066,-1.2300085,0.16979645,-0.1876299,-0.9316509,1.2093649,2.8027606,-0.570985,-1.2450141,0.45303145,-1.3124539,-2.6921644,-1.6247823,0.41396633,1.9421707
18,digit,-0.8243254,-0.19049995,-0.5404524,0.469308,-0.9237301,-1.1306875,-0.4721199,-0.7206528,0.73600966,0.5596092,1.3203604,0.4613478,-0.7823651,0.6970694,-1.6999724,-0.25563225,0.58987826,0.8445967,0.2368708,0.83907354,-0.7896981,-2.446103,-2.2763517,-0.8370741,1.4995421,0.89524245,1.063443,-0.9739048,0.3241871,1.579244,-2.735903,-1.2517884,0.69715804,-0.9670342,1.5898789,0.27720958,0.056483448,-2.3146102,0.6957827,-1.3111039,1.3231618,-2.199422,0.07900563,-0.43036535,1.6450832,1.7416304,-0.030891133,-0.07364924,-0.21337405,-0.7637282,-0.53433836,0.15947838,-1.2996073,-1.4760432,-0.16630064,-0.0030742192,0.31849346,-1.5185208,-1.6848454,-0.5438725
19,digit,0.23598261,0.6471942,-0.34255692,1.1145864,-1.7506521,-1.7823287,0.15855709,-0.058678344,1.2205873,-2.9145067,1.1174505,0.16767007,-0.35968733,0.5318637,0.7495021,-0.80399287,-0.2050779,1.2851586,1.5875343,0.8198786,-1.817435,-1.5585734,0.7110985,-0.26846793,-0.106879376,-1.5205338,0.7206234,-0.6578082,0.96995914,0.7192722,-1.2867604,-0.7942538,-0.8115998,-0.053385895,0.7685301,0.94365954,0.6029354,-0.59461045,0.673641,0.32381943,-0.5982619,-0.7392064,-1.213041,-0.35975137,-1.4280932,-0.83042574,-0.50860685,-0.5629602,-0.109058015,-1.3459183,1.3781389,-0.22279148,-0.7185382,-0.44489697,1.6770974,-0.8501472,-0.24807696,-0.81177324,0.41217557,1.5856913
20,digit,1.417583,-0.13552359,-0.7571959,-0.21346788,0.88725156,-1.4353193,-0.85113513,-1.2099555,0.066132106,0.12554008,-0.11916048,1.1127386,0.04775008,-0.93504304,0.3229632,0.61880195,1.7872629,0.69257146,0.29905808,1.0479447,2.1445708,-1.1059728,1.3970895,0.5574656,-0.42364058,-1.9944987,0.85108835,-1.0954485,1.7348436,-1.4501525,0.7285807,0.9154289,0.24723227,-1.9809208,0.5560708,0.6284703,-0.1964981,-0.24538581,1.9702768,-1.6771568,-1.6516285,1.069898,0.67575884,-0.7717751,3.3873212,-0.109070964,-0.42398974,1.1818242,1.8965751,0.9033363,0.6576006,2.2752624,0.67382765,2.7830849,0.60062337,0.21314175,2.4768958,1.4480506,-2.103105,-0.86661184
21,digit,-0.14367324,-1.4660065,-0.720838,-0.8375591,1.228884,-2.0126424,-0.2721086,0.70275766,1.0276612,1.5518061,0.37196672,1.8134036,-1.1420084,1.1253839,-1.670079,1.1113818,0.072050385,-2.022748,0.5554218,-0.7333277,-0.10561135,0.07287702,0.21142676,0.45316273,-1.6865405,-1.248554,-1.7095672,-0.73774004,-0.08579393,0.41000634,-0.07174973,-0.5897516,-0.04674528,-0.66739136,1.0544902,-0.93931776,-0.009253003,0.9530391,-1.475455,0.23218776,1.0633923,1.1555915,0.7405166,-1.8140558,-0.5019341,0.3826173,-0.6719347,-1.0889293,-0.447979,1.3061677,0.51451343,0.80424535,-0.5864955,-1.4509528,-0.37036797,-0.37840807,-0.7728521,-1.524132,-0.4242994,1.0568354
22,digit,-1.641158,1.9186842,-1.9975784,-0.66388154,0.28973135,1.2079962,0.016095694,-0.8214378,-0.5840363,-1.8740393,-0.3112751,1.8259077,1.4546139,-0.3122168,-0.82720155,1.084708,-0.75541884,0.73366433,-1.4052496,0.26131618,0.28415844,1.0342121,-0.79351676,0.6075704,2.8371222,0.7179407,0.645132,-1.0948046,-0.6072471,-0.5242375,-2.2075295,0.36532772,0.3973783,-0.4909995,1.0250838,1.8771825,-0.74832004,-0.9152092,0.40864995,1.0467877,0.92451346,-0.5167743,1.5151124,0.7380468,0.4631217,-0.319519,-0.90951604,1.2333457,-0.4088264,-0.9603381,0.2551781,1.2323333,0.8123647,0.6717455,-0.35511452,-1.6527253,-1.9708468,-0.95660365,0.6269631,-0.032239437
23,digit,-0.57482576,-0.4475838,-1.1456113,0.12991987,0.17206906,0.669108,-0.9684999,0.25045687,0.33004615,0.9308604,1.4635086,-0.09579201,0.61968446,0.59534746,1.3730493,-0.047197867,1.429463,-0.12937312,-1.1950642,-0.61901146,0.5670982,-1.4222869,0.92671216,-0.6640835,-0.8312274,1.2215027,1.1494149,0.5178163,0.14426579,2.4359462,-1.1879776,1.2893409,0.71654826,-0.39559674,-0.7257155,-0.980797,0.0040383376,-0.79173714,-0.81047535,0.53732055,0.036313355,-1.4798616,-1.6592381,-0.39738593,-0.44215176,-0.68103063,-1.970102,-1.431443,0.37160668,0.2871644,1.746017,-0.030828444,-1.8793912,-1.1413058,-0.18345489,0.85492635,-0.22159448,-1.172622,-1.0863507,-0.27166307
24,digit,-0.24533212,-2.0874155,0.77919704,0.86161166,-1.6447415,-1.5887151,-0.8536624,-0.4662415,-0.7451617,-1.8185859,0.27121854,1.8255051,-1.2219983,1.1015011,-0.18209818,-0.53157777,0.75307447,0.12205265,0.12501006,-0.11893456,0.015461366,-0.061475918,-0.8551062,1.0577345,-1.5862465,0.9356057,0.33400428,0.45405224,-1.63443,-0.7004497,1.6077926,-0.36439717,0.097402684,-1.3704453,-0.031604268,0.2700558,0.061995793,0.6140837,1.2472183,0.73065436,-0.1623199,-0.22744071,0.2645196,0.53703153,0.8588953,-0.9423522,-0.051497277,-0.6952079,0.4461447,-0.6459163,1.2390866,-0.6143813,0.44021443,0.6395694,0.598969,0.18390238,-1.5431567,-0.9633636,1.095587,-2.2990055
25,punct,-1.1306015,0.75859785,-0.34728733,0.13805912,0.61153316,-0.62665087,-1.1228949,0.7422876,1.6046293,1.2598195,1.1740059,-0.29153785,1.2134173,1.127754,-0.1643157,1.3628583,-0.13960326,-0.5752051,-0.90419596,0.41627234,-0.5181504,0.014432808,-0.3011409,1.3896866,-1.542264,0.0024609282,-1.245015,-0.10391272,0.8658045,0.13117042,-1.9553801,-0.1872666,0.7101444,0.6958785,0.9121338,-0.8024783,1.0052805,2.2127926,-1.0516036,0.28504953,0.69340813,-0.3528165,0.9409316,-0.7125403,2.2972708,0.050785415,-0.32039317,0.7594935,0.77512246,0.011105951,-0.11339519,-1.5590568,0.73645735,-1.8450221,-1.2980262,-0.049533676,-1.9105527,-0.65097576,-0.9015406,-0.18936785
26,punct,-1.2174001,0.5359489,0.73474026,0.85709804,-0.17478721,1.0683174,-0.43744165,1.1071126,-0.30293104,0.045643065,-0.24512763,-1.2673887,1.0804839,-0.36050475,-0.056906343,-0.28930488,0.25494015,-1.3727357,0.74064726,0.17303263,0.3029577,2.204765,-0.559452,0.13415965,-0.47007424,-0.48172402,1.2480115,1.1334124,-0.20659897,-0.6449013,2.0487292,0.68142056,0.38119325,-0.021766763,-0.86378294,-0.5319235,1.1956292,-0.47553876,-0.3352707,0.4560885,-0.6622526,0.95514303,0.5565808,2.0627337,0.041792035,-0.2211813,-1.5386893,0.33103117,-2.1520422,-0.913992,-0.5849555,0.15824248,-0.7899125,0.49097955,-1.212333,-1.4180698,-1.3225313,1.0273851,2.1461432,-0.03955095
27,punct,-0.77754885,-0.54052764,0.7672334,-0.4773792,-1.0245074,-0.5155924,-1.0663376,0.87431586,-1.0957091,-0.14244483,-0.3975165,2.1890426,-1.9671975,-0.1544708,0.23309927,0.02894149,-1.0758945,0.08428194,-0.94087106,0.47264454,1.6331373,-0.4154098,-0.243539,0.5013985,0.09024501,0.7477641,-1.1113479,-0.017152129,-0.38571465,0.7773566,1.4085847,-1.146489,-0.15812014,-1.6644666,-0.58983517,1.0100906,0.2650646,0.9573816,1.577647,-0.3595249,-1.5831331,0.004238509,-0.14180753,-0.33981434,-0.6954332,0.41836825,-0.49565473,1.4429553,-0.9109532,0.102825694,-1.2482997,0.61914724,0.10872448,-1.4995073,0.2960193,-0.98621184,-0.26556948,0.111447334,0.97413087,-0.12687764
28,punct,1.0128999,1.8489094,0.29191732,-0.30294484,-1.2886536,1.3888811,0.18019481,-0.4980486,0.5926543,-0.8097826,0.38162935,0.11452839,0.03025066,-1.0508479,0.32751203,-1.1158019,-0.8589879,0.22519708,0.28584686,0.22082865,0.755891,-0.4094556,-1.249619,0.9132383,-0.65055144,-0.024931308,-0.7352282,2.237225,-0.15869705,1.2866491,0.08757527,-0.7673139,-1.1228344,-0.26854965,-2.0509155,-1.3562468,-0.13445532,0.8574122,0.3376688,-1.26231,0.9940734,-0.38705823,0.8667306,2.324409,0.961162,-1.1146055,0.13524237,-1.792053,-0.5020721,0.74116784,1.0544935,-0.8026221,3.2148936,1.403061,-0.3062157,-1.5632676,0.22999702,1.1315428,-0.13060018,-1.6502148
29,punct,0.8496022,0.18494405,-2.1921146,0.91793257,-0.0029468064,-0.06393663,0.8830379,-0.3090581,1.9519688,-0.17131466,-1.6828247,0.97145,2.1515188,0.7090717,-1.2566441,0.65520215,0.81026256,0.46921203,-0.8075508,0.39991567,1.2163128,-1.4064832,1.064267,1.2281091,1.1209466,-0.7586393,-0.1385095,-1.7383628,1.0010015,-0.88291556,-0.2722989,-0.86917585,-1.382351,-0.6045688,-1.8752117,-0.87942374,-0.120791845,-0.45464244,0.9641196,1.8165075,-0.05224562,-0.32410234,-2.1834517,0.9481221,0.9007266,-0.29453748,-0.33004975,0.81109613,1.1246109,0.10860322,0.7270821,0.55379283,-0.4489219,0.35078406,0.2745519,1.073219,-0.49584115,-1.1047395,-1.1807225,-0.3557692
30,punct,0.9659187,-0.41397795,1.4229665,0.92666125,0.7393782,-0.0845075,-0.49296355,1.2256835,0.082643,-1.4839046,-0.9140878,1.3259373,-0.023637682,-0.23444587,-1.1847507,0.17169642,-1.253782,0.20159362,-0.16082741,1.0840828,-1.6090988,0.90777844,-0.2741318,-0.7302021,-0.6918447,-1.070094,0.090163976,0.8230301,-0.08825591,-0.045525417,-1.3415312,1.4831276,1.3775688,-1.294424,-0.52623653,0.13071053,-1.4298767,1.4921224,0.73432386,-2.1090102,-0.64128613,1.0730889,-0.3378951,-2.402822,1.7191322,1.0327077,-0.28882948,1.6603675,-1.930548,0.2711138,-0.0094415145,0.18356644,-0.25358638,0.22060713,-1.2164273,-0.49657062,-0.6391225,0.9722204,-0.71374357,-1.1022259
31,punct,-0.012491116,0.90081966,0.30250922,-0.90855724,1.1529422,-0.25048617,0.7242865,-1.765274,1.9485062,-1.085852,-1.274941,-1.3124877,-1.5141265,-1.0084562,1.7838632,-1.0975257,1.3858153,0.28356516,0.54755455,1.2411369,-0.8462828,0.9421643,-1.6156981,-0.52889746,-1.4695516,-0.012481124,-2.194792,-1.1566485,1.647102,0.15601805,0.69076395,0.7996977,0.2226781,0.28730783,-1.4876146,-0.94131696,0.024348278,0.14365707,-0.72841406,1.9636889,0.63124925,0.8487266,0.7605877,-2.1296058,-0.33597645,0.05273503,0.8068518,-0.11601869,1.3424307,-2.6825647,-0.6136788,0.44094703,-0.5020391,-1.2479404,-0.16236015,0.7346181,-0.721919,-0.29425773,0.49380934,-0.4198153
32,letter,1.0438662,-1.2735062,-0.5915438,-0.0771439,-1.4298801,-1.5537044,0.46916145,2.2430594,0.33131954,0.21073653,-1.5256213,-0.28230515,0.73543894,0.30073422,-0.6028107,-1.2381611,-1.1011475,-1.983459,0.8703624,1.695666,-0.26863983,-0.39821917,0.4614318,0.14367513,1.0674859,-1.170457,0.102813624,0.7576094,0.4555484,-0.5527237,1.0852494,-1.125123,-0.14427887,-0.2375132,0.71871793,-0.7843271,-1.2277352,0.19484042,1.0278212,0.5569151,0.75781846,0.27676234,1.0971655,-0.93479276,1.2364354,1.2102121,1.0581254,0.49257734,0.6864159,0.032480977,-0.17176479,-1.5219262,1.6420053,0.7222548,-1.718417,-1.3187675,-0.30537897,0.810947,0.55805624,0.8651586
33,letter,-0.2006435,-2.1518207,1.8600378,0.26508716,-0.010840212,0.27845132,0.47531652,0.44622806,0.29859027,-0.67800707,-1.0473323,-0.5856549,-1.5397749,1.3421085,1.1482941,0.27578726,0.60179317,0.012473252,0.39324254,0.42168984,0.090074085,0.33490565,-1.4610565,-1.1632977,-1.8114455,0.26783195,1.1450205,1.2582223,-0.5331052,1.7243235,0.018750813,1.1777825,0.3182889,-1.0541956,0.6721314,-0.81431675,0.054075424,1.3979344,0.81353813,1.4605826,-0.5664079,1.404794,-0.3538744,-2.198333,-0.50892323,-0.67282224,-0.16198282,1.8929746,1.3646562,0.0005045349,0.58090097,-1.2655627,-0.118849814,-0.3212529,0.09881056,-1.7397188,-1.7446532,-0.26444995,-0.33447492,-0.41836557
